ID,Name,Type,Longitude ,Latitude ,Evacuation_Centers
486,Keels Thalawathugoda,supermarket,79.9342784,6.8749608,
487,Pizza Hut,restaurant,79.9340505,6.8747769,
488, ,fuel,79.9374033,6.8735707,
489,Laufg Supermarket,supermarket,79.9351017,6.8766364,
490,level_crossing,level_crossing,80.1288977,7.2475514,
491, ,fuel,79.9249926,6.8483333,
492,President's College,school,79.9296221,6.8443786,Yes
493,Vidyakara Vidyalaya,school,79.9259102,6.8451111,Yes
494,traffic_signals,traffic_signals,79.8601311,6.9149006,
495, ,mini_roundabout,79.8468939,6.9339447,
496,Ananda College,school,79.8684624,6.9243372,Yes
497,traffic_signals,traffic_signals,79.8654587,6.9272253,
498,traffic_signals,traffic_signals,79.8880487,6.9104227,
499,traffic_signals,traffic_signals,79.8878408,6.9105118,
500,Rajagiriya Filling Station,fuel,79.8986197,6.9086373,
501,Cargills Food City,supermarket,79.8919082,6.9326251,
502,level_crossing,level_crossing,79.8763956,6.9309182,
503,traffic_signals,traffic_signals,79.8712314,6.9212165,
504,traffic_signals,traffic_signals,79.8778464,6.9213339,
505, ,parking,79.8716564,6.9211351,
506,traffic_signals,traffic_signals,79.8755924,6.9166814,
507,traffic_signals,traffic_signals,79.875693,6.9167388,
508,Weluwana Vidyalaya,school,79.8798243,6.926872,Yes
509,Seewali Vidyalaya,school,79.8805968,6.9235384,Yes
510,KFC,restaurant,79.8574812,6.9203412,
511,Bank of Ceylon Union Place,bank,79.8573096,6.9204264,
512,Ramada Colombo,hotel,79.8476483,6.9211657,
513,Seylan Townhall,bank,79.8645946,6.9167839,
514,Seylan Bank Borella,bank,79.8760906,6.9165409,
515,Sampath borella,bank,79.875758,6.9163598,
516,Welikada Plaza,convenience,79.8957888,6.9093197,
517, ,parking,79.8956171,6.9091492,
518,Dawatagaha Mosque,place_of_worship,79.8646374,6.9163365,Yes
519,HNB Rajagiriya,bank,79.8956602,6.9098735,
520,Western Infermary,hospital,79.8856769,6.91191,Yes
521,Prima,restaurant,79.890902,6.908572,
522,Senkada,fast_food,79.9174852,6.8940023,
523,Dambulla General Provincial Hospital,hospital,80.6507115,7.872514,Yes
524,traffic_signals,traffic_signals,79.845107,6.9362096,
525,Medawachchiya Hospital,hospital,80.4897214,8.5410891,Yes
526,level_crossing,level_crossing,79.8490246,6.9200707,
527, ,fuel,79.8530609,6.9205684,
528,Lanka IOC Horton Place,fuel,79.8648305,6.911462,
529, ,fuel,79.8650112,6.9155085,
530, ,fuel,79.8588223,6.9196631,
531,Lanka IOC,fuel,79.8772462,6.9114966,
532,Commercial Thalawathugoda,bank,79.935075,6.8760097,
533,HNB thalawathugoda,bank,79.9360596,6.8756221,
534,Cargills Koswatta,supermarket,79.9293387,6.9077912,
535,Perera & Sons,fast_food,79.9353516,6.876967,
536,Nugegoda Supermarket,supermarket,79.8914461,6.8729723,
537, ,parking,79.9349159,6.8755401,
538,Kirullapone,police,79.874001,6.8784666,
539,Kohuwala,police,79.8844294,6.8671351,
540,Commercial Bank Nugegoda,bank,79.8918809,6.8745931,
541, ,fuel,79.9053636,6.9042824,
542,King Joy,restaurant,79.9051088,6.9050328,
543,Dinemor Rjagiriya,fast_food,79.9036919,6.9064088,
544,Sirikodiya,fast_food,79.9277743,6.8933649,
545,Sampath Pelawatta,bank,79.9291553,6.8898675,
546,Bank of Ceylon,bank,79.9285501,6.8912956,
547,Grate Wall,restaurant,79.9283832,6.8911758,
548,Welikada,police,79.8950272,6.9087637,
549,Borella,police,79.8782626,6.9148801,
550, ,cinema,79.8783591,6.9139215,
551,Lido Ce=jnema Borella,cinema,79.8788067,6.9143141,
552,Impala,cinema,79.8908365,6.9111695,
553,Borella,bus_stop,79.8779836,6.914944,
554,Amrith (Indian),restaurant,79.8622285,6.8920273,
555,Xelatan (Chinese),restaurant,79.8619817,6.8925492,
556, ,fuel,79.8695039,6.8825418,
557,Seylan Bank,bank,79.8635487,6.8905624,
558,Commercial Bank,bank,79.8599119,6.8978477,
559,HSBC,bank,79.8569498,6.8962452,
560,HNB Bambalapitiya,bank,79.8578941,6.8864566,
561, ,fuel,79.8576713,6.8870657,
562,Savoy,cinema,79.8596482,6.8792338,
563, ,fuel,79.8776544,6.9134517,
564,IOC,fuel,79.8777821,6.9294751,
565,traffic_signals,traffic_signals,79.878336,6.9400541,
566,traffic_signals,traffic_signals,79.8782068,6.9401552,
567, ,fuel,79.8658346,6.9347198,
568,Dematagoda,station,79.8790756,6.9374871,
569,John De Silva,theatre,79.8647914,6.9304173,
570,Tower Hall,theatre,79.8648089,6.9306812,
571,CEYPETCO - EAP Edirisinghe,fuel,79.8779963,6.9398327,
572,traffic_signals,traffic_signals,79.8642441,6.9285856,
573,bank,bank,79.8609811,6.9320917,
574,Central Bus Station,bus_station,79.8548482,6.9346787,
575,Gunasinghepura Bus Stop,bus_stop,79.8556206,6.9371283,
576,Fort Bus Stop,bus_stop,79.8508705,6.934019,
577,People's Bank,bank,79.8477781,6.9301187,
578,traffic_signals,traffic_signals,79.8679564,6.9247075,
579,traffic_signals,traffic_signals,79.8678789,6.9246338,
580,traffic_signals,traffic_signals,79.8647,6.9230197,
581, ,post_office,79.8709201,6.9213534,
582,Borella,post_office,79.8769497,6.9156553,
583,Sampath Borella,bank,79.8785698,6.9139085,
584,NTB Battaramulla,bank,79.9208259,6.9007763,
585, ,pharmacy,79.8994881,6.9080455,
586,Pizza Hut,fast_food,79.8991596,6.9082934,
587,ODEL,clothes,79.8652116,6.9167601,
588,traffic_signals,traffic_signals,79.8638829,6.9174635,
589,traffic_signals,traffic_signals,79.864068,6.9172264,
590,traffic_signals,traffic_signals,79.8638462,6.917137,
591,traffic_signals,traffic_signals,79.8637528,6.9172279,
592,traffic_signals,traffic_signals,79.8643906,6.917396,
593,traffic_signals,traffic_signals,79.8648842,6.9173838,
594,traffic_signals,traffic_signals,79.8649025,6.9172846,
595,traffic_signals,traffic_signals,79.8648601,6.9171988,
596,traffic_signals,traffic_signals,79.8646657,6.9172046,
597,Abans Electronics,hifi,79.8885562,6.9100338,
598,Baristar,cafe,79.9001685,6.9077601,
599,Colombo General Hospital,hospital,79.8655358,6.9173991,Yes
600,Coffee Bean,cafe,79.9259928,6.8936687,
601,Malaysian Food,fast_food,79.9280399,6.893261,
602,Athurugiriya,bus_stop,79.9897408,6.8771492,
603,Keels Supermarket,supermarket,79.9892143,6.8775157,
604,Buwanekaba Vidyalaya,school,79.9247442,6.8489651,Yes
605,Manel,restaurant,79.9216775,6.8506796,
606,HNB,bank,79.9230267,6.8497607,
607,Nawinna Medicare Hospital,hospital,79.9139018,6.8548765,Yes
608,level_crossing,level_crossing,79.9146406,6.8582477,
609,People's Bank,bank,79.9078356,6.8587013,
610,Udahamulla Depot,bus_stop,79.911971,6.8651121,
611,level_crossing,level_crossing,79.9104442,6.8625167,
612,Sri Naga Viharaya,place_of_worship,79.8998662,6.881071,Yes
613,Nugegoda,police,79.889618,6.8718882,
614,Central Hospital,hospital,79.8658457,6.9204339,Yes
615,Barista Horton Place,cafe,79.8673668,6.9117428,
616,Independence Square,monument,79.8675663,6.9046368,
617,Ladies College,school,79.8579211,6.9078747,Yes
618,Cafe on the 5th,cafe,79.8571033,6.9053381,
619,Mahanama College,school,79.8538312,6.9054542,Yes
620,Liberty Plaza,supermarket,79.8511941,6.9118581,
621, ,parking,79.851339,6.9112346,
622,Majestic City Shopping Mall,convenience,79.8550919,6.8940059,
623,Unity Plaza IT Mall,hifi,79.8553118,6.8936314,
624, ,parking,79.8543996,6.8936647,
625,Pizza Hut,restaurant,79.8547321,6.8935448,
626,KFC,restaurant,79.8545846,6.8937047,
627,Bally's Club,bar,79.8499189,6.9115132,
628,Crescat Boulevard,convenience,79.8486302,6.9170671,
629,Ashokaramaya,place_of_worship,79.8647445,6.8906412,Yes
630,Global Towers Hotel & Apartment,hotel,79.8571524,6.8774865,
631,Kinross Swimming Club,swimming_pool,79.8566807,6.8773601,
632,Roxy,cinema,79.8629187,6.8654518,
633,PABC,bank,79.8762298,6.8782036,
634,HNB Nugegoda,bank,79.8887211,6.8698083,
635, ,fuel,79.8894728,6.8695047,
636,Gihans,restaurant,79.896774,6.8649069,
637, ,fuel,79.8844106,6.8667176,
638,BOC Nugegoda,bank,79.8885072,6.8699309,
639,Dharmaramaya,place_of_worship,79.8611113,6.8798086,Yes
640, ,fuel,79.849687,6.9278477,
641,Union Chemist,pharmacy,79.8635143,6.9174488,
642,Hayleys,pharmacy,79.8640312,6.9175952,
643,Salaka,cafe,79.8632354,6.917558,
644, ,telephone,79.8633534,6.9175047,
645, ,post_box,79.8635621,6.9166972,
646,Peoples Bank,bank,79.8632296,6.9164951,
647,SPC Rajya Osu Sala,pharmacy,79.8635977,6.9172062,
648,Sumanadisi,cafe,79.8849501,6.8670803,
649,Perera & Sons,cafe,79.8873712,6.8688294,
650, ,fuel,79.9518155,6.9046177,
651,Fab,restaurant,79.9515956,6.9045964,
652,Abans Electronics,convenience,79.9554913,6.9030638,
653,B O C Malabe,bank,79.9560473,6.9022256,
654,Sampath Bank Malabe,bank,79.9557792,6.9027241,
655,Cargills,supermarket,79.9540831,6.9040318,
656,Keels Super Malabe,supermarket,79.955818,6.9040068,
657,Sri Rahula Balika Maha Vidyalaya,school,79.9561321,6.9036373,Yes
658,Seylan Bank Malabe,bank,79.9552607,6.9036549,
659,H N B Malabe,bank,79.9573722,6.9033168,
660,Fab,cafe,79.8871496,6.910736,
661,Malabe,bus_stop,79.9544157,6.9039253,
662,NDB Pelawatta,bank,79.9290427,6.8917874,
663, ,pharmacy,79.9290301,6.8918994,
664,Mayurapada,place_of_worship,79.927807,6.8920885,Yes
665,Kelaniya Rajamaha Viharaya,place_of_worship,79.9186189,6.9518244,Yes
666, ,mini_roundabout,79.9961392,6.9615285,
667,level_crossing,level_crossing,79.894824,6.9614356,
668,Kolonnawa Rajamaha Viharaya,place_of_worship,79.8879755,6.9331155,Yes
669,President's College,school,79.9102461,6.9514782,Yes
670,Bollagal Maha Vidyalaya,school,79.9481511,6.9443959,Yes
671,Mulleriyawa Hospital,hospital,79.942918,6.9247709,Yes
672,Vidyalankara Pirivena,place_of_worship,79.898726,6.965972,Yes
673,Wedamulla Vidyalaya,school,79.9012554,6.9671653,Yes
674,Kelaniya,university,79.9166298,6.971915,
675,traffic_signals,traffic_signals,79.9169977,6.9721967,
676,Hemas Hospital,hospital,79.8917469,6.9891563,Yes
677,Nayakakanda Convent,school,79.8834348,6.9942039,Yes
678,Lyceum Int. School,school,79.8871362,6.9874098,Yes
679,Keels,supermarket,79.8911354,6.988677,
680,Hekitta Mental,hospital,79.8768982,6.98282,Yes
681,Leprosy Hospital,hospital,79.8755142,6.9828093,Yes
682,bank,bank,79.8769346,6.8964177,
683,AAT,college,79.8769024,6.8966414,Yes
684,place_of_worship,place_of_worship,79.8762131,6.8963059,Yes
685,Narahenpita,bus_stop,79.8763745,6.8920943,
686,Police Hospital,hospital,79.8773611,6.8917898,Yes
687,Lumbini,theatre,79.8670936,6.8841634,
688,Nations trust bank,bank,79.8870233,6.8856549,
689,Siddhalepa,hospital,79.8773217,6.8311854,Yes
690,Mount Lavinia Poice Station,police,79.8702201,6.8249459,
691,"Keells Super\, Mount Lavinia.",supermarket,79.8673414,6.8318562,
692,Mount Lavinia,bus_stop,79.8672365,6.8335291,
693, ,parking,79.8632128,6.8335607,
694,Golden Mile,restaurant,79.863267,6.8383066,
695,Berjaya Mount Royal Beach Hotel,hotel,79.8635346,6.8386792,
696,Presbyterian Girls School,school,79.8633844,6.850498,Yes
697,Family Super,supermarket,79.8671234,6.8418723,
698, ,fuel,79.8669249,6.8423703,
699,Arpico Super Center,supermarket,79.8663483,6.8466605,
700,Dehiwala,post_box,79.8642512,6.8512255,
701,Dehiwela,police,79.8717958,6.8500932,
702,Sri Subodharama Raja Maha Viharaya,place_of_worship,79.8683572,6.84902,Yes
703,NOLIMIT Glitz,clothes,79.8664261,6.8453237,
704,Pizza Hut,restaurant,79.8653746,6.8565511,
705,St. Mary's College,school,79.8657984,6.8600104,Yes
706,American College,college,79.8646671,6.8627911,Yes
707,Shanmugas Indian,restaurant,79.8603213,6.8648597,
708, ,fuel,79.8628373,6.8662205,
709,New Delmon Hospital,hospital,79.8618454,6.8708278,Yes
710,Wellawatte,police,79.8614264,6.8732959,
711,BOC,bank,79.8636345,6.8903734,
712,People's Bank Thimbirigasyaya,bank,79.863739,6.8908128,
713,Perera & Sons,cafe,79.8613728,6.8949824,
714,Sirimavo Bandaranayake,school,79.8636526,6.8950117,Yes
715,NSB,bank,79.8595435,6.8799399,
716,Queens Cafe,cafe,79.8559974,6.8990067,
717,McDonald's,fast_food,79.8519613,6.9034913,
718,NSB Kollupitiya,bank,79.8500378,6.9109881,
719,HNB Kohuwala,bank,79.8844828,6.867657,
720,HSBC Kohuwala,bank,79.8805884,6.8696064,
721,Pepiliyana Sunethra Devi Pirivena,place_of_worship,79.8907051,6.856485,Yes
722,Bellanwila Raja Maha Viharaya,place_of_worship,79.8899944,6.8453675,Yes
723, ,parking,79.889911,6.8446382,
724,Maligawatta Rajamaha Viharaya,place_of_worship,79.8858531,6.8373462,Yes
725,Sampath Bank (Head Office),bank,79.8534149,6.919862,
726, ,parking,79.850014,6.9198806,
727,HNB Nawam Mawatha,bank,79.8499767,6.9190752,
728,HSBC Nawam Mawatha,bank,79.8502073,6.9191472,
729,Sampath Bank (Nawam Mawatha),bank,79.8502368,6.9192084,
730, ,parking,79.8640877,6.9169849,
731,S G T C,convenience,79.8527901,6.919191,
732, ,parking,79.8571245,6.9204797,
733, ,post_box,79.9354774,6.8753123,
734,Cargills,supermarket,79.9017762,6.8834777,
735,Laugfs,supermarket,79.902066,6.8836484,
736,Mirihana,police,79.9020231,6.8743483,
737, ,fuel,79.9085895,6.8574731,
738,Cargills Pepiliyana,supermarket,79.8902875,6.8590095,
739,school,school,79.9597468,6.8813645,Yes
740,Fire Brigade,fire_station,79.8622669,6.9230681,Yes
741,traffic_signals,traffic_signals,79.864855,6.930097,
742,Libery,cinema,79.8510496,6.9122641,
743,Asiri Surgical Hospital Car Park,parking,79.8802268,6.8946384,
744,Vidura,college,79.888387,6.8950499,Yes
745,HSBC Pelawatta,bank,79.9291071,6.8899952,
746,Harcourts,pharmacy,79.8845316,6.9111324,
747,Ranpokunagama Maha Vidyalaya,school,80.1064131,7.1325742,Yes
748,Ranpokunagama Viharaya,place_of_worship,80.1073055,7.1332771,Yes
749,Nittambuwa New Bus Stand,bus_stop,80.0965319,7.1418997,
750, ,lighthouse,80.8175137,9.2733432,
751,Nittambuwa Old Bus Stand,bus_stop,80.0954259,7.139915,
752,level_crossing,level_crossing,80.0594514,7.1540865,
753,Veyangoda,station,80.0586539,7.1528764,
754,Ganemulla,station,79.9607237,7.0685046,
755,traffic_signals,traffic_signals,79.8448074,6.9343414,
756,traffic_signals,traffic_signals,79.8774515,6.9112625,
757,traffic_signals,traffic_signals,79.8637472,6.8624421,
758, ,mini_roundabout,79.8528292,6.923846,
759,traffic_signals,traffic_signals,79.8882274,6.8697938,
760,traffic_signals,traffic_signals,79.8883159,6.869911,
761,Foul Point,lighthouse,81.3191134,8.5198023,
762,level_crossing,level_crossing,79.9741617,7.0750282,
763,Yagoda,station,79.9738685,7.0747519,
764,Siddhartha Vidyalaya,school,79.9160249,6.8676383,Yes
765,Crystal,supermarket,79.8642219,6.8599974,
766,traffic_signals,traffic_signals,79.8629755,6.8660262,
767,Holy Family Convent,school,79.8570592,6.8881108,Yes
768,Palaya Kathiresan Kovil,place_of_worship,79.8574707,6.8908657,Yes
769,Vajiraramya Buddhis Temple,place_of_worship,79.8578569,6.8904823,Yes
770,traffic_signals,traffic_signals,79.8770146,6.8969347,
771,Nations Trust Bank,bank,79.8639321,6.9090076,
772,traffic_signals,traffic_signals,79.8644426,6.9115866,
773,Horape,station,79.9182194,7.0164609,
774,Wathupitiwala Hospital,hospital,80.1045427,7.1236043,Yes
775,Kochchikade,station,79.8572341,7.2641298,
776, ,mini_roundabout,79.8349004,7.2083215,
777,Negombo Central Super Market,supermarket,79.8404418,7.2090206,
778,Waikkala,station,79.860317,7.2774682,
779,level_crossing,level_crossing,79.8607328,7.2959323,
780,Bolawatta,station,79.8610081,7.2970124,
781,Katunayake,station,79.8720061,7.1675414,
782,level_crossing,level_crossing,79.9023476,6.8648924,
783,Cargills,supermarket,79.926325,6.8452764,
784,Arawwala Junior School,school,79.9459838,6.8388049,Yes
785,Vidyaloka Maha Vidyalaya,school,79.9346863,6.8291217,Yes
786,FAB,cafe,79.8872896,6.8704975,
787,Ananda Balika Vidyalaya,school,79.8974847,6.8851514,Yes
788,Isipathanarama Temple,place_of_worship,79.8655637,6.8883975,Yes
789,Mathura Indian,restaurant,79.8677336,6.884736,
790,Kinjou,restaurant,79.8664105,6.885165,
791,Suvisuddharama Rd,place_of_worship,79.8683398,6.8796659,Yes
792, ,cinema,79.8708826,6.8741697,
793,Buddhagosha College,school,79.8715531,6.8654991,Yes
794,St. Lawrance Church,place_of_worship,79.8633023,6.8707257,Yes
795,punchi Theatre,theatre,79.8791071,6.9141916,
796,Bandaranayake School,school,79.8869177,6.9117792,Yes
797,British School,school,79.8775192,6.9061448,Yes
798,Bandaranayake Memorial Int. Conference Hall (BMI,theatre,79.871614,6.9035863,
799,Asiri Hospital - Car Park,parking,79.8741839,6.8931186,
800,D S Senanayake,school,79.8762503,6.9081534,Yes
801,traffic_signals,traffic_signals,79.8646329,6.917355,
802,traffic_signals,traffic_signals,79.8637571,6.9173716,
803,HNB,bank,79.8633715,6.9169798,
804,Church,place_of_worship,79.8643131,6.9169798,Yes
805, ,fuel,80.2277813,6.0679401,
806, ,parking,80.2248997,6.0469288,
807,House of Hidayath,supermarket,80.2250416,6.0466641,
808,Khalid's Guest House,hotel,80.2158686,6.0259547,
809,traffic_signals,traffic_signals,79.8877789,6.9112556,
810,Thudella,station,79.8911012,7.0922875,
811,level_crossing,level_crossing,79.8907696,7.0954693,
812,Chalmer's Granary,parking,79.8487858,6.9368271,
813, ,mini_roundabout,79.8853975,6.7715571,
814, ,turning_circle,79.9099652,6.7147029,
815,crossing,crossing,79.90746,6.7104656,
816,Galgoda Temple,place_of_worship,79.9101961,6.7148291,Yes
817,Lyceum College,school,79.9048746,6.7258572,Yes
818,Rathmalana,station,79.8667046,6.8151758,
819,Angulana,station,79.8725429,6.7990016,
820,German Tec,school,79.887687,6.8035952,Yes
821,Cargills Big City,supermarket,79.8883716,6.802066,
822,bank,bank,79.8696089,6.8256683,
823,Girls High School,school,79.8649848,6.8346059,Yes
824,traffic_signals,traffic_signals,79.8816451,6.9109773,
825,Lady Ridgeway Hospital -OPD,hospital,79.8772844,6.9174037,Yes
826,Sri Jinendraramaya,place_of_worship,80.2298394,6.0500595,Yes
827,Kalegana Piyatissa Vidyalaya,school,80.2014832,6.0579225,Yes
828, ,parking,79.8573358,6.9144755,
829,DFCC Vardhana Bank,bank,79.8568852,6.914329,
830, ,parking,79.8632686,6.9210804,
831,HNB Tower,bank,79.8631345,6.9210883,
832,All Saints Church,place_of_worship,79.8747404,6.9212854,Yes
833,C.W.W Kannangara Vidyalaya,school,79.8772536,6.9190008,Yes
834,Rathnavalee Balika Vidyalaya,school,79.8744749,6.9183511,Yes
835,St Lukes Church,place_of_worship,79.8748048,6.9180369,Yes
836,Aquinas College,college,79.8753117,6.9168281,Yes
837,All Saints College,school,79.8752903,6.9205026,Yes
838,Peoples Bank,bank,79.8620171,6.9240676,
839,Zahira College,school,79.8648297,6.9277024,Yes
840,Nalanda College,school,79.8736809,6.9234421,Yes
841,Gothami Balika Vidyalaya,school,79.8719965,6.9239214,Yes
842, ,fuel,79.8703014,6.9478207,
843,St Bridgets Convent,school,79.8659291,6.9094635,Yes
844,N I B M,school,79.8708307,6.9063606,Yes
845,Sampath Bank,bank,79.8495402,6.9328687,
846,Peoples Bank,bank,79.8516422,6.9321888,
847,Sulaiman,hospital,79.8658056,6.9420589,Yes
848,St. Josephs College,school,79.8747958,6.9481518,Yes
849,St Josephs Church,place_of_worship,79.873702,6.9489069,Yes
850,anthonie's ChurchSt,place_of_worship,79.8562779,6.9468205,Yes
